code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
41250664642,Rainbow Rotini Pasta,Meijer,undefined,a,1,"SEMOLINA, DURUM FLOUR, SPINACH POWDER, TOMATO POWDER, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41250667698,Unpeeled Apricot Halves,Meijer,undefined,a,1,"APRICOTS, WATER, PEAR JUICE CONCENTRATE.",green
41250667773,Yellow cling peach halves in peach juice & pear juice from concentrate,Meijer,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Peaches, water, pear juice concentrate, peach pulp and juice, ascorbic acid to protect color.",green
41250667797,Pear Halves In 100% Pear Juice From Concentrate,Meijer,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Pears, water, pear juice concentrate.",green
41250671428,"Mostaccioli, Enriched Macaroni Product",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250678434,"Fettuccine, enriched macaroni product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250678441,Small Shells Macaroni Product,Meijer,undefined,a,1,"DURUM SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41250678458,Rotelle,Meijer,undefined,a,1,"DURUM SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41250678465,"Penne rigate, enriched macaroni product",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, penne, penne rigate",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250678472,"Farfalle pasta, enriched macaroni product",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250841197,distilled water,Meijer,"beverages, waters",b,1,,green
41250841210,Springwater,Meijer,"beverages, waters",b,1,,green
41250841227,Spring Water,"Meijer,  Meijer  Inc.",undefined,a,1,SPRING WATER,green
41250854241,Diced Green Bell Peppers,Meijer,undefined,b,1,GREEN PEPPERS.,green
41250876311,Vermicelli,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250876328,Enriched elbow macaroni product,Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina, niacin, folic acid, ferrous sulfate (iron), riboflavin (b2), thiamin mononitrate (b1).",green
41250877189,"Extra wide pasta ribbons, enriched macaroni product",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250938156,Apple sauce,Meijer,"plant-based foods and beverages, plant-based foods, snacks, desserts, fruits and vegetables based foods, fruits based foods, compotes, apple compotes, applesauces",a,1,"Apples, water, ascorbic acid (vitamin c).",green
41250938415,Pear halves 100% juice,Meijer,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Pears, water, pear juice concentrate.",green
41250938491,Fruit Cocktail In Pear Juice From Concentrate,Meijer,undefined,a,1,"DICED PEACHES, DICED PEARS, WATER, GRAPES, PEAR JUICE CONCENTRATE, PINEAPPLE SEGMENTS, HALVED CHERRIES COLORED RED WITH CARMINE.",green
41250941323,"Thin spaghetti, enriched spaghetti product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid,",green
41250941378,Medium Egg Noodles,Meijer,undefined,a,1,"SEMOLINA, DURUM FLOUR, EGG YOLKS, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41250941385,"Enriched Noodle Product, Wide Egg Noodles",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, noodles",a,1,"Enriched durum flour (durum wheat flour, niacin, iron [ferrous sulfate], thiamine mononitrate, riboflavin, folic acid), whole egg.",green
41250941392,"Enriched noodle product, extra wide egg noodles",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, noodles",a,1,"Enriched durum flour (durum wheat flour, niacin, iron [ferrous sulfate], thiamine mononitrate, riboflavin, folic acid), whole egg.",green
41250941415,"Enriched spaghetti product, linguine pasta",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250941422,"Rigatoni, Enriched Macaroni Product",Meijer,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250941439,Enriched Macroni Product,Meijer,undefined,a,1,"DURUM SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.",green
41250941446,"Lasagna, enriched macaroni product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41250941491,Cut green beans,Meijer,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Green beans, water.",green
41250941552,French Style Green Beans,Meijer,undefined,a,1,"GREEN BEANS, WATER.",green
41250941699,Sliced Beets,Meijer,undefined,a,1,"BEETS, WATER.",green
41250941774,Sliced Carrots,Meijer,undefined,a,1,"CARROTS, WATER.",green
41250941828,Golden Sweet Corn,Meijer,undefined,b,1,"CORN, WATER.",green
41250941934,Sweet Peas,Meijer,undefined,a,1,"GREEN PEAS, WATER.",green
41250942009,Cut Leaf Spinach,Meijer,undefined,a,1,"SPINACH, WATER.",green
41250946335,Pinto Beans,Meijer Naturals,undefined,b,1,PINTO BEANS.,green
41250946342,"Naturals, Pinto Beans",Meijer,"plant-based foods and beverages, plant-based foods, legumes and their products, legumes, seeds, legume seeds, pulses, common beans, pinto beans",a,1,Pinto beans.,green
41250946359,Navy beans,Meijer,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, mixed vegetables",a,1,Navy beans.,green
41250946373,Great Northern Beans,Meijer Naturals,undefined,b,1,GREAT NORTHERN BEANS.,green
41250946410,Split Green Peas,Meijer,undefined,a,1,GREEN SPLIT PEAS.,green
41250946434,Lentils,Meijer Naturals,undefined,b,1,LENTILS.,green
41250946441,Enriched extra long grain rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Long grain rice, iron (ferric orthophosphate), niacin, thiamine (thiamine mononitrate), and folic acid.",green
41250946465,Enriched Extra Long Gain Rice,Meijer,undefined,b,1,"LONG GRAIN RICE, IRON (FERRIC ORTHOPHOSPHATE), NIACIN, THIAMINE (THIAMINE MONONITRATE), AND FOLIC ACID.",green
41250946496,Long Grain Brown Rice,Meijer,undefined,b,1,LONG GRAIN BROWN RICE.,green
41250946502,Instant White Rice,Meijer,undefined,b,1,"ENRICHED PRECOOKED LONG GRAIN RICE [RICE, NIACIN, IRON (FERRIC ORTHOPHOSPHATE), THIAMIN (THIAMIN MONONITRATE), FOLIC ACID],",green
41250953715,Cut Green Beans,Meijer,undefined,a,1,GREEN BEANS.,green
41250953722,French Style Green Beans,"Meijer,  Meijer  Inc.",undefined,a,1,GREEN BEANS.,green
41250953760,Broccoli Cuts,"Meijer,  Meijer  Inc.",undefined,a,1,BROCCOLI.,green
41250953784,Crinkle Cut Carrots,"Meijer,  Meijer  Inc.",undefined,a,1,CARROTS.,green
41250953807,Whole Kernel Golden Corn,Meijer,undefined,b,1,CORN.,green
41250953814,Green Peas,Meijer  Inc.,undefined,a,1,PEAS.,green
41250953838,Mixed Vegetables,Meijer,undefined,a,1,"CARROTS, CORN, PEAS, GREEN BEANS.",green
41250953845,Winter Blend Vegetables,Meijer,undefined,a,1,BROCCOLI. CAULIFLOWER.,green
41250953869,Florentine Style Vegetables,Meijer,undefined,a,1,"BROCCOLI, CAULIFLOWER, CARROTS.",green
41250957584,Chopped Spinach,Meijer,undefined,a,1,SPINACH.,green
41250957614,Peas & Carrots,Meijer,undefined,a,1,"PEAS, CARROTS.",green
41250957638,Sweet Corn,"Meijer,  Meijer  Inc.",undefined,a,1,CORN.,green
41250957652,Mixed Vegetables,Meijer,undefined,a,1,"CARROTS, CORN, PEAS, GREEN BEANS.",green
41250957669,Broccoli Cuts,"Meijer,  Meijer  Inc.",undefined,a,1,BROCCOLI.,green
41250957850,Unsweetened Whole Strawberries,Meijer,undefined,a,1,STRAWBERRIES.,green
41250963707,100% Pure Pumpkin,Meijer,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,Pumpkin,green
41250964247,Petite Green Peas,Meijer,undefined,a,1,PEAS.,green
41250965398,Stir Fry Vegetables,Meijer,undefined,a,1,"BROCCOLI, CARROTS, ONIONS, PEPPERS, CELERY, WATER CHESTNUTS, MUSHROOMS.",green
41253021251,Grape Seed Oil,Napoleon,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, vegetable oils, fruit and fruit seed oils, grape seed oils",b,2,,green
41253032004,Organic White Wine Vinegar,The Napoleon Co.,undefined,a,1,ORGANIC WHITE WINE VINEGAR.,green
41255015555,Simply pumpkin,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,Pumpkin.,green
41260334832,100% Whole wheat spaghetti,Simple Truth Organic,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, cereal pastas, noodles, durum wheat pasta, spaghetti, whole durum wheat pasta, whole or semi-whole durum wheat pasta, durum wheat noodles, durum wheat spaghetti, whole or semi-whole durum wheat spaghetti, whole wheat noodles, whole-wheat-spaghetti",a,1,Organic Durum Whole _Wheat_ Flour,green
41260334849,100% Whole Wheat Rotini,,whole wheat pasta,a,1,ORGANIC DURUM WHOLE WHEAT FLOUR. CONTAINS: WHEAT. MAY CONTAIN: EGGS.,green
41260334856,100% Whole Wheat - Penne Rigate,Simple Truth,en:pasta,a,1,ORGANIC DURUM WHOLE WHEAT FLOUR,green
41260378102,"Blueberry Mini Rice Cakes, Blueberry",Simple truth,snacks,b,1,"Organic White Rice, Organic Brown Rice, Organic Apple Juice Concentrate, Organic Blueberry Puree, Organic Black Carrot Juice Concentrate, Thiamine Mononitrate (Vitamin B1).",green
41260381072,Fruit & veg puree,,snacks,a,1,"Organic blueberry puree, organic banana puree, organic kale puree, organic spinach puree, organic lemon juice concentrate.",green
41260384912,Fruit & veg puree,,snacks,a,1,"Organic pear puree, organic spinach puree, organic green pea puree, organic lemon juice concentrate.",green
41260384929,Fruit & veg puree,,snacks,a,1,"Organic pear puree, organic carrot puree, organic blueberry puree, organic purple carrot juice concentrate, organic lemon juice concentrate.",green
41260384950,Fruit & veg puree,,snacks,a,1,"Organic carrot puree, organic apple puree, organic mango puree, organic lemon juice concentrate.",green
41260384981,Fruit & veg puree,,snacks,a,1,"Organic pear puree, organic carrot puree, organic blueberry puree, organic purple carrot juice concentrate, organic lemon juice concentrate.",green
41268108435,Puffed Wheat Cereal,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"DURUM WHEAT, CONTAINS 2% OR LESS OF: IRON (FERRIC ORTHOPHOSPHATE), NIACINAMIDE, VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN B2 (RIBOFLAVIN).",green
41268108817,Classic angel hair,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",green
41268108831,Fettuccine,Hannaford,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, dry pastas, fr:fettuccine",a,1,"_Durum_ semolina, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",green
41268109210,Tomato Puree,Hannaford,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomato concentrate (water, tomato paste), citric acid.",green
41268109340,Unsweetened Applesauce,Hannaford,undefined,a,1,"APPLES, WATER, ASCORBIC ACID (VITAMIN C), ERYTHORBIC ACID (TO MAINTAIN COLOR).",green
41268109401,Unsweetened Applesauce,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"APPLES, WATER, ASCORBIC ACID OR ERYTHORBIC ACID (TO MAINTAIN COLOR).",green
41268109609,Sliced Carrots,Hannaford,undefined,a,1,"CARROTS, WATER.",green
41268109760,Leaf Spinach,Hannaford Bros. Co.,undefined,a,1,"SPINACH, WATER.",green
41268110964,Red Raspberries,Hannaford,undefined,a,1,RED RASPBERRIES.,green
41268111541,Petite green peas,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Green peas.,green
41268111558,Petite green peas,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Green peas.,green
41268111565,Brussels Sprouts,Hannaford,undefined,a,1,BRUSSELS SPROUTS.,green
41268111602,Frozen Cauliflower,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,CAULIFLOWER.,green
41268111619,Broccoli Cuts,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BROCCOLI.,green
41268111626,Italian Blend,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"CAULIFLOWER, CARROTS, ZUCCHINI, ITALIAN GREEN BEANS, LIMA BEANS.",green
41268111633,"Hannaford, california blend, broccoli, cauliflower and carrots","Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, cauliflower, carrots.",green
41268111640,Broccoli Cuts,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BROCCOLI,green
41268111657,Brussels Sprouts,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BRUSSELS SPROUTS.,green
41268111688,Winter Blend Broccoli & Cauliflower,Hannaford,undefined,a,1,"BROCCOLI, CAULIFLOWER.",green
41268111756,Mixed vegetables,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Carrots, green beans, peas, corn, lima beans.",green
41268111794,Chopped Spinach,Hannaford Bros. Co.,undefined,a,1,SPINACH.,green
41268111800,Cut Leaf Spinach,Hannaford Bros. Co.,undefined,a,1,SPINACH.,green
41268111817,Cut Leaf Spinach,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,SPINACH.,green
41268112210,White Grapefruit Juice,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"FILTERED WATER, GRAPEFRUIT JUICE CONCENTRATE, ASCORBIC ACID (VITAMIN C).",green
41268113170,Fruit Cocktail In 100% Juice,Hannaford,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Diced peaches, diced pears, water, grapes, peach pulp and juice, pineapple sectors, pear juice concentrate, halved cherries artificially colored red with carmine, ascorbic acid (vitamin c) to protect color, citric acid.",green
41268113187,Fruit Cocktail,Hannaford,undefined,a,1,"DICED PEACHES, DICED PEARS, WATER, GRAPES, PEACH PULP AND JUICE, PINEAPPLE SECTORS, PEAR JUICE CONCENTRATE, HALVED CHERRIES ARTIFICIALLY COLORED RED WITH CARMINE, ASCORBIC ACID (VITAMIN C) TO PROTECT COLOR, CITRIC ACID.",green
41268113194,Yellow Cling Sliced Peaches,Hannaford,undefined,a,1,"PEACHES, WATER, PEAR JUICE CONCENTRATE, PEACH PULP AND JUICE, ASCORBIC ACID (VITAMIN C) TO PROTECT COLOR, CITRIC ACID.",green
41268113200,Yellow cling sliced peaches in 100% juice,Hannaford Bros. Co.,"plant-based foods and beverages, plant-based foods, canned foods, desserts, fruits and vegetables based foods, canned plant-based foods, fruits based foods, fruits, canned fruits, fruits in syrup, peaches, peaches in syrup",a,1,"Peaches, water, pear juice concentrate, peach pulp and juice, ascorbic acid (vitamin c) to protect color.",green
41268113217,Bartlett Pear Halves,Hannaford Bros. Co.,undefined,a,1,"PEARS, WATER, PEAR JUICE CONCENTRATE",green
41268113224,Bartlett Pear Halves,Hannaford Bros. Co.,undefined,a,1,"PEARS, WATER, PEAR JUICE CONCENTRATE",green
41268113392,Canola Oil,,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, vegetable oils, en:canola-oils",b,2,Canola oil.,green
41268113798,White Distilled Vinegar,Hannaford,"condiments, sauces, groceries",a,1,White distilled vinegar 5%. grain and water diluted to 5% acidity.,green
41268113811,White Distilled Vinegar,,"condiments, sauces, groceries",a,1,White distilled vinegar 5%. grain and water diluted to 5% acidity.,green
41268113835,White Distilled Vinegar,,"condiments, sauces, groceries",a,1,White distilled vinegar 5%. grain and water diluted to 5% acidity.,green
41268119578,Peas & Carrots (frozen),Hannaford,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, frozen foods, frozen plant-based foods, frozen vegetables",a,1,"PEAS, CARROTS.",green
41268119684,White Grape Juice,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"WHITE GRAPE JUICE FROM CONCENTRATE (FILTERED WATER, WHITE GRAPE JUICE CONCENTRATE), WHITE GRAPE JUICE, CITRIC ACID (FOR TARTNESS), ASCORBIC ACID (VITAMIN C), POTASSIUM METABISULFITE ADDED TO MAINTAIN FLAVOR AND FRESHNESS.",green
41268120796,Party Ice,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,WATER,green
41268121045,"Hannaford, seltzer water, original","Hannaford,  Hannaford Bros. Co.","beverages, waters",b,1,Carbonated water.,green
41268122226,Original Seltzer Water,Hannaford Bros. Co.,undefined,a,1,CARBONATED WATER.,green
41268124947,Berry medley,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, fruits based foods",a,1,"Strawberries, blackberries, blueberries, raspberries",green
41268124985,Yellow Cling Sliced Peaches,Hannaford,undefined,a,1,"PEACHES, WATER, PEAR JUICE CONCENTRATE, PEACH PULP AND JUICE, ASCORBIC ACID (VITAMIN C) TO PROTECT COLOR, CITRIC ACID",green
41268124992,Fruit Cocktail Juice,Hannaford,undefined,a,1,"DICED PEACHES, DICED PEARS, WATER, GRAPES, PEACH PULP AND JUICE, PINEAPPLE SECTORS, PEAR JUICE CONCENTRATE, HALVED CHERRIES, ARTIFICIALLY COLORED RED WITH CARMINE, ASCORBIC ACID (VITAMIN C) TO PROTECT COLOR, CITRIC ACID",green
41268125036,Bartlett Pear Halves,Hannaford,undefined,a,1,"PEARS, WATER, PEAR JUICE CONCENTRATE",green
41268140640,Broccoli Florets,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BROCCOLI.,green
41268142316,Fresh Frozen Broccoli Cuts,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BROCCOLI.,green
41268142323,Chopped Broccoli,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BROCCOLI.,green
41268149735,"Hannaford, rice cakes, unsalted","Hannaford,  Hannaford Bros. Co.","plant-based foods and beverages, plant-based foods, snacks, cereals and potatoes, cereals and their products, puffed cereal cakes, puffed rice cakes",a,1,Whole grain brown rice.,green
41268154326,Egg whites,,"farming products, eggs",a,1,100% egg whites.,green
41268156078,No salt added diced tomatoes,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, vegetables based foods, tomatoes and their products, tomatoes",a,1,"Tomatoes, tomato juice, less than 2% of: calcium chloride, citric acid.",green
41268156115,Cut Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,CUT GREEN BEANS.,green
41268156139,Harvest Vegetable Mix,Hannaford Bros. Co.,undefined,a,1,"BROCCOLI FLORETS, JULIENNE CARROTS, ONION STRIPS, CUT BABY COB CORN, SUGAR SNAP PEAS, SLICED MUSHROOMS, WATER CHESTNUTS, RED PEPPER STRIPS.",green
41268156146,Green Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,GREEN BEANS.,green
41268156153,Prince Edward Vegetable Mix,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"GREEN BEANS, YELLOW WAX BEANS, BABY CARROTS.",green
41268156160,Broccoli Florets,Hannaford Bros. Co.,undefined,a,1,BROCCOLI.,green
41268156955,Yolk-free egg ribbons,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas, noodles",a,1,"Semolina, egg white, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",green
41268160198,Party Ice,Hannaford Bros. Co.,undefined,a,1,WATER,green
41268160716,"Broccoli Florets, Fresh.Frozen",Hannaford,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables, broccoli, frozen broccolis",a,1,Broccoli,green
41268162796,Yellow Onions,Hannaford,undefined,a,1,ONIONS.,green
41268162819,Yellow Onions,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,ONIONS.,green
41268164639,"Stir-fry mix, red, green and yellow peppers and onions",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Red peppers, yellow peppers, green peppers, onions.",green
41268164646,Baby Brussels Sprouts,Hannaford,undefined,a,1,BRUSSELS SPROUTS.,green
41268164660,Chopped Spinach,Hannaford,undefined,a,1,SPINACH.,green
41268166206,Baby spinach fresh greens,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Baby spinach.,green
41268166596,Rainbow Peppers,Hannaford,undefined,a,1,PEPPERS.,green
41268167876,Navy Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,NAVY BEANS.,green
41268167890,Blackeye Peas,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,BLACKEYE PEAS.,green
41268167906,Great Northern Beans,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,GREAT NORTHERN BEANS.,green
41268167913,Great Northern Beans,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,GREAT NORTHERN BEANS.,green
41268167920,Green Split Peas,Hannaford,undefined,a,1,GREEN SPLIT PEAS.,green
41268167937,Large Lima Beans,"Hannaford,  Hannaford Bros. Co.",undefined,b,1,LARGE LIMA BEANS.,green
41268167944,Lentils,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,LENTILS.,green
41268167975,Pinto Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,PINTO BEANS.,green
41268168002,Small Red Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,SMALL RED BEANS.,green
41268168026,Yelloweye Peas,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,YELLOW PEAS.,green
41268168132,100% Pure Pumpkin,Hannaford,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,Pumpkin.,green
41268171057,Baby-cut carrots,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Carrots.,green
41268171064,Baby Cut Carrots,Hannaford,undefined,a,1,CARROTS.,green
41268172016,"California blend broccoli, cauliflower and carrots",,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,"Broccoli, cauliflower, and carrots.",green
41268172023,In-shell edamame,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Soybeans.,green
41268172030,Shelled edamame,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Shelled soybeans.,green
41268172894,Club Soda,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,"CARBONATED WATER, POTASSIUM BICARBONATE, POTASSIUM CITRATE.",green
41268172900,"Hannaford, seltzer water, original","Hannaford,  Hannaford Bros. Co.","beverages, waters",b,1,Carbonated water.,green
41268172931,Seltzer Water,Hannaford Bros. Co.,undefined,a,1,CARBONATED WATER.,green
41268173921,White distilled vinegar,,"condiments, sauces, groceries",a,1,White distilled vinegar 5%. grain and water diluted to 5% acidity.,green
41268175277,Black Beans,"Hannaford,  Hannaford Bros. Co.",undefined,a,1,BLACK BEANS.,green
41268176007,Pineapple crushed in juice,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Crushed pineapple, pineapple juice, citric acid.",green
41268176014,Pineapple sliced in juice,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Sliced pineapple, pineapple juice, citric acid.",green
41268177646,Pineapple crushed in juice,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Crushed pineapple, pineapple juice, citric acid.",green
41268177653,Pineapple sliced in juice,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, fruits based foods, canned fruits",a,1,"Sliced pineapple, pineapple juice, citric acid.",green
41268181001,Gold Potatoes,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods",a,1,Potatoes.,green
41268183838,Chopped spinach,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Spinach.,green
41268187126,Jasmine rice,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched thai jasmine rice [rice, niacin, iron (ferric orthophosphate), thiamin (thiamin mononitrate), folic acid].",green
41268188536,Angel hair pasta,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina, water, eggs, egg yolks.",green
41268188543,Lasagna sheets,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Durum wheat semolina, water, eggs, egg yolks.",green
41268189724,Bok Choy Blend,Hannaford,undefined,a,1,"BOK CHOY, ONION, RED BELL PEPPER",green
41268189748,Stir Crazy Blend,Hannaford,undefined,a,1,"BROCCOLI, ONION, GREEN BELL PEPPER, CARROTS, ZUCCHINI, RED BELL PEPPER, PEAS.",green
41268189755,Far Fast Blend,Hannaford,undefined,a,1,"BOK CHOY, WATER CHESTNUTS, RED BELL PEPPER, GREEN ONION",green
41268189762,Hearty Stew Starter,Hannaford,undefined,a,1,"POTATOES, ONION, CARROTS, CELERY, CRIMINI MUSHROOMS, GARLIC, PARSLEY",green
41268189779,Root Vegetable Pot Roast Blend,Hannaford,undefined,a,1,"POTATOES, RUTABAGA, TURNIPS, CARROTS, SHALLOTS, LEEKS, GARLIC, ROSEMARY, THYME.",green
